"source_block","brand","product_line_model","source_sku_reference","category","configuration_family","configuration_raw","needle_diameter_mm","needle_diameter_raw","needle_count","needle_count_raw","taper","presentation","application","brazil_market_evidence","source_reference","variant_level","data_status","sort_category","sort_brand","sort_line","sort_configuration","sort_count","sort_diameter"
"Tintas importadas","World Famous","Five-Stage Shading Set","não publicado","Tinta; sombreamento","","Conjunto de cinco estágios","","","","","","1 oz e 4 oz publicados","Sombreamento em estágios — uso usual, confirmar com fabricante","Especificação confirmada; presença brasileira não confirmada [8]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; sombreamento","world famous","five-stage shading set","999","999","00099"
"Tintas importadas","World Famous","Skintone Ink Set","não publicado","Tinta; tons de pele","","Conjunto","","","","","","1 oz","Tons de pele — uso usual, confirmar com fabricante","Especificação confirmada; presença brasileira não confirmada [8]","","família/modelo","Referência técnica — validar Brasil/SKU","tinta; tons de pele","world famous","skintone ink set","999","999","00099"
"Tintas importadas","Dynamic","Dynamic Tattoo Ink Leaf Green","não publicado","Tinta; verde","","Tinta líquida, frasco","","","","","","volume não explicitado na listagem resumida; preço “a partir de”","Cor verde — uso usual, confirmar com fabricante","Presença comercial brasileira indicada pela lista oficial de distribuidores [3] [4]","","família/modelo","Fonte técnica modelada","tinta; verde","dynamic","dynamic tattoo ink leaf green","999","999","00099"
"Tintas importadas","Dynamic","Dynamic Tattoo Ink Lime Green","não publicado","Tinta; verde-limão","","Tinta líquida, frasco","","","","","","volume não explicitado na listagem resumida; preço “a partir de”","Cor verde-limão — uso usual, confirmar com fabricante","Presença comercial brasileira indicada pela lista oficial de distribuidores [3] [4]","","família/modelo","Fonte técnica modelada","tinta; verde-limão","dynamic","dynamic tattoo ink lime green","999","999","00099"
"Tintas importadas","Dynamic","Dynamic Tattoo Ink Chinese Red","não publicado","Tinta; vermelho","","Tinta líquida, frasco","","","","","","volume não explicitado na listagem resumida; preço “a partir de”","Cor vermelha — uso usual, confirmar com fabricante","Presença comercial brasileira indicada pela lista oficial de distribuidores [3] [4]","","família/modelo","Fonte técnica modelada","tinta; vermelho","dynamic","dynamic tattoo ink chinese red","999","999","00099"
"Tintas importadas","Dynamic","Dynamic Tattoo Ink Fire Red","não publicado","Tinta; vermelho","","Tinta líquida, frasco","","","","","","volume não explicitado na listagem resumida; preço “a partir de”","Cor vermelha — uso usual, confirmar com fabricante","Presença comercial brasileira indicada pela lista oficial de distribuidores [3] [4]","","família/modelo","Fonte técnica modelada","tinta; vermelho","dynamic","dynamic tattoo ink fire red","999","999","00099"
"Tintas importadas","StarBrite","Crimson Red Tattoo Ink","não publicado","Tinta; vermelho","","Tinta pré-dispersa, frasco","","","","","","tamanho não publicado na página consultada","Cor vermelha — uso usual, confirmar com fabricante","Especificação confirmada no catálogo oficial; presença comercial brasileira não confirmada [1]","","família/modelo","Pendente de validação de SKU","tinta; vermelho","starbrite","crimson red tattoo ink","999","999","00099"
"Stencil: papel térmico, impressoras, transfer e fixadores","S8 Tattoo","8oz Tattoo Gel","não publicado","transfer/fixador / gel","","frasco de 8 oz","","não publicado","","não aplicável","não aplicável","frasco 8 oz","produto listado como gel para tatuagem; não classificar automaticamente como fixador sem ficha técnica adicional; “uso usual, confirmar com fabricante”","Presença comercial brasileira não confirmada; apenas existência e volume confirmados","S8 Stencil Printer collection","família/modelo","Referência técnica — validar Brasil/SKU","transfer/fixador / gel","s8 tattoo","8oz tattoo gel","999","999","00099"
"Stencil: papel térmico, impressoras, transfer e fixadores","S8 Tattoo","8oz Transfer Gel","não publicado","transfer/fixador / gel de transferência","","frasco de 8 oz","","não publicado","","não aplicável","não aplicável","frasco 8 oz","gel de transferência de stencil; indicação técnica conservadora: “uso usual, confirmar com fabricante” quanto a pele, tempo de secagem e compatibilidade","Presença comercial brasileira não confirmada; existência e volume confirmados no catálogo S8","S8 Stencil Printer collection","família/modelo","Referência técnica — validar Brasil/SKU","transfer/fixador / gel de transferência","s8 tattoo","8oz transfer gel","999","999","00099"
"Stencil: papel térmico, impressoras, transfer e fixadores","Electrum","Gold Standard Tattoo Stencil Primer 8 oz","não publicado","transfer/fixador / primer de stencil","","frasco de 8 oz","","não aplicável","","não aplicável","não aplicável","frasco 8 oz","primer de stencil; descrição do fabricante enfatiza aderência e limpeza durante a sessão; “uso usual, confirmar com fabricante” para compatibilidade com papéis não Spirit","Presença comercial brasileira não confirmada; existência e volume confirmados no catálogo Electrum","Electrum Premium Primer","família/modelo","Referência técnica — validar Brasil/SKU","transfer/fixador / primer de stencil","electrum","gold standard tattoo stencil primer 8 oz","999","999","00099"
"Stencil: papel térmico, impressoras, transfer e fixadores","Electrum","Premium Tattoo Stencil Primer 2 oz","não publicado","transfer/fixador / primer de stencil","","loção/primer para aplicação de stencil e arte freehand","","não aplicável","","não aplicável","não aplicável","frasco de 2 oz; fabricante também lista 8 oz","aplicação de stencil de carbono e marcador freehand; fabricante informa retenção, fórmula vegana/não tóxica e compatibilidade com papéis Spirit purple, green e red","Presença comercial brasileira não confirmada; especificação confirmada pelo fabricante/distribuidor oficial Electrum","Electrum Premium Primer 2 oz","família/modelo","Referência técnica — validar Brasil/SKU","transfer/fixador / primer de stencil","electrum","premium tattoo stencil primer 2 oz","999","999","00099"
"Stencil: papel térmico, impressoras, transfer e fixadores","Electrum","Premium Tattoo Stencil Primer 8 oz","não publicado","transfer/fixador / primer de stencil","","frasco de 8 oz","","não aplicável","","não aplicável","não aplicável","frasco 8 oz","fixação de stencil de carbono e desenho freehand; fabricante informa compatibilidade com Spirit purple, green e red","Presença comercial brasileira não confirmada; especificação confirmada pelo catálogo Electrum","Electrum Premium Primer","família/modelo","Referência técnica — validar Brasil/SKU","transfer/fixador / primer de stencil","electrum","premium tattoo stencil primer 8 oz","999","999","00099"
"Stencil: papel térmico, impressoras, transfer e fixadores","Electrum","Premium Tattoo Skin Prep and Stencil Repositioner 32 oz","não publicado","transfer/fixador / reposicionador e preparo de pele","","frasco de 32 oz","","não aplicável","","não aplicável","não aplicável","frasco 32 oz","preparo de pele e remoção/reposicionamento de stencil; “uso usual, confirmar com fabricante” para protocolo de assepsia do estúdio","Presença comercial brasileira não confirmada; volume confirmado no catálogo Electrum","Electrum Premium Primer","família/modelo","Referência técnica — validar Brasil/SKU","transfer/fixador / reposicionador e preparo de pele","electrum","premium tattoo skin prep and stencil repositioner 32 oz","999","999","00099"
"Stencil: papel térmico, impressoras, transfer e fixadores","Electrum","Premium Tattoo Skin Prep and Stencil Repositioner 8 oz","não publicado","transfer/fixador / reposicionador e preparo de pele","","frasco de 8 oz","","não aplicável","","não aplicável","não aplicável","frasco 8 oz","remover/reposicionar stencil e preparar a pele; fabricante informa remoção de stencil sem fricção excessiva","Presença comercial brasileira não confirmada; especificação confirmada pelo catálogo Electrum","Electrum Premium Primer","família/modelo","Referência técnica — validar Brasil/SKU","transfer/fixador / reposicionador e preparo de pele","electrum","premium tattoo skin prep and stencil repositioner 8 oz","999","999","00099"
"Máquinas, grips, fontes, baterias e cabos","Cheyenne","HAWK Spirit / Thunder / Pen; SOL Nova / Luna / Terra; SOL Nova Unlimited","não publicado","Variações de grip","","grips reutilizáveis ou descartáveis conforme família; cores publicadas incluem preto, vermelho, prata, roxo, laranja e outras específicas por modelo","","22,0; 22,4; 25,4; 33,0 mm; conical quando indicado","","não aplicável","não publicado","unidades; disposable grip em caixas/quantidade não publicada na fonte consultada","ergonomia e compatibilidade com a máquina correspondente; confirmar esterilização e embalagem com distribuidor","especificação confirmada; disponibilidade brasileira não confirmada","Cheyenne comparison","família/modelo","Referência técnica — validar Brasil/SKU","variações de grip","cheyenne","hawk spirit / thunder / pen; sol nova / luna / terra; sol nova unlimited","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","SkinCare","FluxuGel Tattoo","não publicado","Vaselina/emoliente; butter/lubrificante","","pote","","","","","","900 g","Auxiliar na fixação da tatuagem, conforto e recuperação da pele; ficha cita vitamina E, óleo de buriti e extratos vegetais amazônicos","Presença comercial no Brasil confirmada por distribuidor; especificação confirmada pelo distribuidor","Equipa Art — FluxuGel 900 g","família/modelo","Fonte técnica modelada","vaselina/emoliente; butter/lubrificante","skincare","fluxugel tattoo","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","SkinCare","Vaselina Skincare Gel","não publicado","Vaselina/gel; lubrificante de processo","","gel em pote","","","","","","900 g","Auxiliar durante tatuagem; ficha informa vitamina E, sem cheiro e função coadjuvante; detalhes completos de composição não publicados na página consultada","Presença comercial no Brasil confirmada por distribuidor; volume confirmado pelo distribuidor","Equipa Art — Skincare Gel 900 g","família/modelo","Fonte técnica modelada","vaselina/gel; lubrificante de processo","skincare","vaselina skincare gel","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","SkinCare","Vaselina Skincare Gel Tattoo","não publicado","Vaselina/gel; lubrificante de processo","","gel em pote","","","","","","450 g; pote","Auxiliar durante tatuagem, proporcionando deslizamento suave das agulhas e reduzindo atrito; contém Mineral Oil, Tocopheryl Acetate e Petrolatum, segundo ficha do distribuidor","Presença comercial no Brasil confirmada por distribuidor; especificação confirmada pelo distribuidor","Equipa Art — Skincare Gel 450 g","família/modelo","Fonte técnica modelada","vaselina/gel; lubrificante de processo","skincare","vaselina skincare gel tattoo","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Electric Ink","Ink Slip","não publicado","Vaselina/manteiga; lubrificante de processo","","pote","","","","","","250 g; pote","Manter a pele macia e hidratada durante tatuagem, micropigmentação e estética; facilitar aplicação da agulha e conforto, conforme distribuidor brasileiro","Presença comercial no Brasil confirmada por distribuidor; especificação confirmada pelo distribuidor; registro Anvisa informado na ficha: 25351218749201971","Equipa Art — Ink Slip 250 g","família/modelo","Fonte técnica modelada","vaselina/manteiga; lubrificante de processo","electric ink","ink slip","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Electric Ink","Ink Slip","não publicado","Vaselina/manteiga; lubrificante de processo","","pote","","","","","","800 g","Mesma indicação da linha Ink Slip; tamanho 800 g publicado pelo distribuidor. Uso durante tatuagem; confirmar rótulo/lote","Presença comercial no Brasil confirmada por distribuidor; volume confirmado pelo distribuidor","Equipa Art — Ink Slip 800 g","família/modelo","Fonte técnica modelada","vaselina/manteiga; lubrificante de processo","electric ink","ink slip","999","999","00099"
"Preparo de pele, lubrificantes, vaselinas, gels, butters e limpeza durante procedimento","Mboah","Tattoo Coconut","não publicado","Vaselina/manteiga; lubrificante de processo","","pote","","","","","","440 g","Produto listado como vaselina para tatuagem; indicação específica e composição detalhada não publicados na página consultada — uso usual, confirmar com fabricante","Presença comercial no Brasil confirmada por distribuidor; volume confirmado; indicação técnica não confirmada pelo fabricante na fonte consultada","Equipa Art — Mboah Tattoo Coconut 440 g","família/modelo","Referência técnica — validar Brasil/SKU","vaselina/manteiga; lubrificante de processo","mboah","tattoo coconut","999","999","00099"
